Date,Time,Booking_ID,Booking_Status,Customer_ID,Vehicle_Type,Pickup_Location,Drop_Location,V_TAT,C_TAT,Canceled_By,Canceled_Reason,Incomplete_Ride,Incomplete_Ride_Reason,Booking_Value,Payment_Method,Ride_Distance,Driver_Ratings,Customer_Rating
2026-02-12,10:42:12,OLA588687,Success,Cust_2993,Mini,Whitefield,MG Road,9,9,NA,NA,No,NA,253.92,Credit Card,16.93,5,4
2026-01-07,05:15:42,OLA349155,Success,Cust_4200,Mini,HSR Layout,Electronic City,11,38,NA,NA,No,NA,402.85,Cash,26.86,3,5
2026-01-13,03:34:33,OLA509523,Success,Cust_4076,Prime Sedan,MG Road,Electronic City,10,7,NA,NA,No,NA,885.53,Cash,59.04,3,5
2026-01-16,12:16:27,OLA869021,Incomplete,Cust_3668,Auto,Indiranagar,MG Road,3,7,NA,NA,Yes,Medical Emergency,106.98,UPI,7.13,0,0
2026-03-02,15:49:02,OLA821525,Success,Cust_4013,Mini,Electronic City,Airport,2,36,NA,NA,No,NA,444.15,Credit Card,29.61,5,4
2026-02-20,21:31:42,OLA764571,Success,Cust_4824,Lux,Whitefield,Koramangala,6,10,NA,NA,No,NA,968.16,Credit Card,64.54,5,3
2026-02-24,04:24:32,OLA723494,Success,Cust_4263,Lux,Airport,Indiranagar,4,45,NA,NA,No,NA,306.79,UPI,20.45,5,3
2026-01-13,21:34:24,OLA234203,Success,Cust_2113,Lux,Whitefield,MG Road,8,45,NA,NA,No,NA,1146.99,Wallet,76.47,5,3
2026-03-01,04:33:01,OLA792358,Success,Cust_2665,Auto,HSR Layout,Airport,10,19,NA,NA,No,NA,1047.68,Credit Card,69.85,4,3
2026-03-02,20:32:42,OLA215268,Success,Cust_1134,Lux,Indiranagar,Airport,7,45,NA,NA,No,NA,322.85,UPI,21.52,5,3
2026-03-01,05:21:51,OLA253694,Success,Cust_3923,Lux,HSR Layout,Electronic City,2,6,NA,NA,No,NA,410.23,Credit Card,27.35,5,3
2026-01-31,03:35:01,OLA560265,Cancelled,Cust_1392,Auto,Whitefield,Airport,1,0,Driver,Late arrival,No,NA,0.0,Wallet,0.0,0,0
2026-02-05,21:05:13,OLA480377,Success,Cust_3521,Prime Play,Koramangala,Indiranagar,8,10,NA,NA,No,NA,308.37,Credit Card,20.56,3,4
2026-01-05,20:46:29,OLA342638,Cancelled,Cust_4962,Prime Sedan,MG Road,HSR Layout,2,0,Customer,Wrong location,No,NA,0.0,Credit Card,0.0,0,0
2026-02-12,18:47:37,OLA571013,Cancelled,Cust_4530,Mini,HSR Layout,Whitefield,2,0,Customer,Changed mind,No,NA,0.0,Credit Card,0.0,0,0
2026-03-02,07:52:04,OLA437051,Cancelled,Cust_3844,Auto,Airport,Indiranagar,5,0,Customer,Driver refused,No,NA,0.0,Credit Card,0.0,0,0
2026-02-16,14:46:48,OLA235398,Success,Cust_3987,Mini,Airport,MG Road,11,13,NA,NA,No,NA,1097.53,UPI,73.17,3,4
2026-01-30,05:20:24,OLA421787,Success,Cust_3632,Prime Play,MG Road,Airport,11,25,NA,NA,No,NA,626.06,Cash,41.74,3,4
2026-02-14,22:55:02,OLA617674,Cancelled,Cust_198,Mini,Indiranagar,Koramangala,2,0,Driver,Changed mind,No,NA,0.0,Credit Card,0.0,0,0
2026-01-14,20:02:33,OLA384370,Success,Cust_2235,Prime Play,Airport,MG Road,3,35,NA,NA,No,NA,432.74,Cash,28.85,4,3
2026-02-27,12:29:23,OLA321053,Success,Cust_2537,Mini,Airport,Koramangala,11,35,NA,NA,No,NA,840.89,UPI,56.06,3,4
2026-02-28,01:38:42,OLA648130,Cancelled,Cust_4625,Lux,Whitefield,Koramangala,4,0,Driver,Late arrival,No,NA,0.0,Cash,0.0,0,0
2026-01-19,18:33:22,OLA162094,Incomplete,Cust_3289,Mini,HSR Layout,Indiranagar,3,6,NA,NA,Yes,Vehicle Breakdown,83.91,Cash,5.59,0,0
2026-01-03,20:23:08,OLA472139,Success,Cust_3909,Auto,Indiranagar,HSR Layout,5,21,NA,NA,No,NA,788.14,UPI,52.54,3,4
2026-01-29,13:31:51,OLA492515,Cancelled,Cust_1987,Prime Play,Electronic City,HSR Layout,3,0,Customer,Changed mind,No,NA,0.0,UPI,0.0,0,0
2026-01-29,02:41:08,OLA473172,Cancelled,Cust_2636,Lux,Indiranagar,Whitefield,4,0,Customer,Wrong location,No,NA,0.0,Cash,0.0,0,0
2026-02-07,16:58:04,OLA107012,Success,Cust_1563,Lux,HSR Layout,Indiranagar,11,24,NA,NA,No,NA,875.13,Cash,58.34,3,4
2026-02-12,10:25:49,OLA733554,Success,Cust_4973,Prime Sedan,HSR Layout,Airport,4,23,NA,NA,No,NA,1101.0,Wallet,73.4,4,4
2026-01-02,05:01:12,OLA603167,Success,Cust_2057,Mini,Indiranagar,Airport,11,13,NA,NA,No,NA,205.37,Credit Card,13.69,3,3
2026-02-01,19:29:41,OLA780442,Cancelled,Cust_2153,Prime Play,Airport,HSR Layout,4,0,Customer,Wrong location,No,NA,0.0,Cash,0.0,0,0
2026-02-21,16:26:47,OLA657655,Success,Cust_3291,Prime Play,Indiranagar,MG Road,10,34,NA,NA,No,NA,426.23,Cash,28.42,4,4
2026-01-29,07:59:42,OLA478552,Success,Cust_160,Bike,Electronic City,Airport,9,6,NA,NA,No,NA,855.19,Cash,57.01,4,5
2026-02-22,22:30:12,OLA195664,Success,Cust_4205,Bike,HSR Layout,Airport,6,18,NA,NA,No,NA,416.45,UPI,27.76,4,4
2026-03-01,09:08:33,OLA156748,Cancelled,Cust_54,Lux,Electronic City,HSR Layout,1,0,Customer,Late arrival,No,NA,0.0,Wallet,0.0,0,0
2026-01-24,17:39:17,OLA424911,Success,Cust_3019,Prime Play,HSR Layout,Whitefield,7,26,NA,NA,No,NA,1002.35,Credit Card,66.82,5,3
2026-02-05,01:34:43,OLA935732,Success,Cust_2157,Auto,MG Road,Koramangala,3,16,NA,NA,No,NA,209.84,Wallet,13.99,3,5
2026-01-09,03:13:40,OLA321005,Cancelled,Cust_1947,Bike,Indiranagar,Electronic City,1,0,Customer,Wrong location,No,NA,0.0,Wallet,0.0,0,0
2026-01-15,00:06:43,OLA930492,Success,Cust_4716,Bike,Airport,Indiranagar,12,23,NA,NA,No,NA,770.92,Wallet,51.39,3,5
2026-02-20,01:33:27,OLA458902,Incomplete,Cust_3532,Mini,Whitefield,Indiranagar,6,6,NA,NA,Yes,Vehicle Breakdown,57.37,UPI,3.82,0,0
2026-01-23,16:41:48,OLA416618,Success,Cust_1142,Bike,Electronic City,MG Road,3,37,NA,NA,No,NA,802.34,Cash,53.49,5,5
2026-01-27,00:18:15,OLA142474,Incomplete,Cust_785,Mini,MG Road,Whitefield,7,6,NA,NA,Yes,Accident,103.18,UPI,6.88,0,0
2026-02-02,01:15:30,OLA133521,Success,Cust_295,Bike,Koramangala,Whitefield,3,27,NA,NA,No,NA,768.29,Cash,51.22,5,5
2026-02-05,19:59:52,OLA116533,Success,Cust_2975,Prime Play,HSR Layout,MG Road,8,40,NA,NA,No,NA,383.9,Wallet,25.59,4,5
2026-01-13,09:45:06,OLA736402,Success,Cust_1853,Prime Sedan,MG Road,Koramangala,5,15,NA,NA,No,NA,918.61,UPI,61.24,5,4
2026-01-04,11:07:56,OLA689815,Success,Cust_2852,Prime Play,MG Road,HSR Layout,10,42,NA,NA,No,NA,262.58,Cash,17.51,3,3
2026-02-12,08:17:44,OLA830549,Success,Cust_217,Prime Sedan,Koramangala,HSR Layout,5,35,NA,NA,No,NA,553.52,Cash,36.9,4,4
2026-02-24,02:01:17,OLA440252,Success,Cust_1812,Prime Play,Airport,Koramangala,12,29,NA,NA,No,NA,387.22,Credit Card,25.81,3,4
2026-01-25,22:31:52,OLA662580,Success,Cust_1444,Mini,Electronic City,Koramangala,7,37,NA,NA,No,NA,846.37,Wallet,56.42,5,4
2026-01-18,22:09:50,OLA881512,Cancelled,Cust_2807,Lux,Koramangala,Indiranagar,4,0,Customer,Driver refused,No,NA,0.0,Credit Card,0.0,0,0
2026-01-28,22:09:01,OLA893209,Success,Cust_1818,Mini,Whitefield,Electronic City,7,8,NA,NA,No,NA,447.36,Cash,29.82,3,5
2026-01-15,19:02:48,OLA807516,Success,Cust_2119,Prime Play,HSR Layout,Electronic City,2,21,NA,NA,No,NA,575.36,Credit Card,38.36,5,3
2026-01-28,17:42:55,OLA349798,Success,Cust_4401,Mini,Koramangala,HSR Layout,11,10,NA,NA,No,NA,1189.33,UPI,79.29,4,4
2026-02-07,20:25:52,OLA914912,Success,Cust_2905,Prime Play,Indiranagar,Whitefield,10,6,NA,NA,No,NA,535.54,Credit Card,35.7,3,5
2026-02-11,12:00:20,OLA329357,Success,Cust_4470,Prime Play,Koramangala,Indiranagar,11,39,NA,NA,No,NA,817.61,Wallet,54.51,5,3
2026-02-08,02:24:53,OLA941741,Success,Cust_227,Bike,Indiranagar,Koramangala,3,22,NA,NA,No,NA,504.49,Wallet,33.63,5,4
2026-01-05,16:07:13,OLA322042,Success,Cust_1773,Auto,Airport,Koramangala,7,32,NA,NA,No,NA,830.41,Cash,55.36,4,4
2026-03-01,07:07:25,OLA503661,Success,Cust_799,Lux,Whitefield,HSR Layout,9,7,NA,NA,No,NA,1167.16,Wallet,77.81,3,3
2026-01-13,19:34:08,OLA141821,Success,Cust_1354,Mini,Koramangala,Airport,9,12,NA,NA,No,NA,183.29,Wallet,12.22,5,4
2026-01-15,10:20:31,OLA517963,Success,Cust_1916,Prime Sedan,Whitefield,Airport,3,17,NA,NA,No,NA,474.92,Wallet,31.66,4,5
2026-02-11,21:33:09,OLA691813,Success,Cust_745,Mini,Indiranagar,Electronic City,2,28,NA,NA,No,NA,596.01,Credit Card,39.73,3,4
2026-02-13,08:59:06,OLA829116,Success,Cust_1507,Lux,Electronic City,HSR Layout,10,36,NA,NA,No,NA,604.48,Credit Card,40.3,5,4
2026-02-22,21:13:54,OLA249525,Cancelled,Cust_3750,Mini,Indiranagar,MG Road,5,0,Driver,Changed mind,No,NA,0.0,Wallet,0.0,0,0
2026-01-31,09:25:29,OLA699670,Cancelled,Cust_228,Prime Sedan,Indiranagar,MG Road,2,0,Driver,Wrong location,No,NA,0.0,Wallet,0.0,0,0
2026-02-12,19:51:48,OLA946979,Success,Cust_870,Lux,Airport,Whitefield,4,45,NA,NA,No,NA,899.98,Wallet,60.0,5,4
2026-02-20,15:45:58,OLA974743,Success,Cust_1467,Mini,HSR Layout,Airport,8,17,NA,NA,No,NA,188.66,UPI,12.58,5,4
2026-01-04,05:10:35,OLA927545,Success,Cust_4767,Lux,MG Road,HSR Layout,6,5,NA,NA,No,NA,129.31,Credit Card,8.62,4,3
2026-01-03,02:48:11,OLA964828,Cancelled,Cust_2640,Lux,Airport,MG Road,4,0,Driver,Late arrival,No,NA,0.0,Wallet,0.0,0,0
2026-01-16,14:00:26,OLA871767,Success,Cust_1389,Auto,MG Road,Airport,4,40,NA,NA,No,NA,467.13,UPI,31.14,3,3
2026-02-03,14:47:21,OLA448132,Success,Cust_1768,Lux,MG Road,Electronic City,10,13,NA,NA,No,NA,1113.43,UPI,74.23,5,3
2026-01-05,02:03:54,OLA485768,Incomplete,Cust_3407,Auto,HSR Layout,Koramangala,10,6,NA,NA,Yes,Accident,60.68,Cash,4.05,0,0
2026-02-21,04:20:48,OLA894364,Incomplete,Cust_3231,Auto,Whitefield,Electronic City,8,2,NA,NA,Yes,Medical Emergency,76.98,Credit Card,5.13,0,0
2026-02-12,15:10:25,OLA141127,Success,Cust_4215,Bike,MG Road,Electronic City,2,43,NA,NA,No,NA,1153.89,Wallet,76.93,5,3
2026-02-22,18:43:19,OLA304626,Success,Cust_1744,Prime Play,Airport,Indiranagar,5,29,NA,NA,No,NA,1158.07,Wallet,77.2,3,3
2026-02-26,12:29:10,OLA962825,Success,Cust_1192,Bike,Airport,Electronic City,9,16,NA,NA,No,NA,177.94,Wallet,11.86,3,3
2026-01-19,16:48:11,OLA995157,Incomplete,Cust_4211,Bike,Indiranagar,Whitefield,2,1,NA,NA,Yes,Medical Emergency,121.0,Credit Card,8.07,0,0
2026-02-03,04:10:35,OLA640055,Success,Cust_920,Prime Play,Koramangala,Airport,9,22,NA,NA,No,NA,478.69,Cash,31.91,3,3
2026-02-22,13:04:05,OLA628427,Success,Cust_3296,Lux,Whitefield,HSR Layout,8,36,NA,NA,No,NA,355.11,Wallet,23.67,5,3
2026-01-01,05:19:15,OLA355431,Success,Cust_4974,Prime Play,MG Road,Indiranagar,7,28,NA,NA,No,NA,1062.45,Cash,70.83,3,4
2026-01-07,17:08:41,OLA699360,Success,Cust_774,Mini,Electronic City,HSR Layout,7,42,NA,NA,No,NA,1173.69,UPI,78.25,3,3
2026-02-14,02:17:18,OLA926518,Incomplete,Cust_731,Bike,Koramangala,Whitefield,8,3,NA,NA,Yes,Vehicle Breakdown,88.74,Credit Card,5.92,0,0
2026-03-02,23:49:45,OLA177626,Success,Cust_529,Bike,Indiranagar,Electronic City,4,34,NA,NA,No,NA,1097.42,UPI,73.16,5,4
2026-01-02,05:36:47,OLA430078,Success,Cust_4545,Lux,Electronic City,Whitefield,4,39,NA,NA,No,NA,575.94,UPI,38.4,3,3
2026-02-12,00:05:06,OLA939218,Success,Cust_4597,Prime Sedan,Airport,Whitefield,10,23,NA,NA,No,NA,459.05,Cash,30.6,3,3
2026-02-10,10:54:51,OLA759709,Success,Cust_47,Prime Sedan,Electronic City,Koramangala,9,31,NA,NA,No,NA,535.69,Cash,35.71,3,5
2026-01-02,09:52:08,OLA210064,Success,Cust_3182,Auto,Airport,Electronic City,5,25,NA,NA,No,NA,357.47,UPI,23.83,3,3
2026-01-20,13:28:58,OLA398698,Success,Cust_1173,Auto,Whitefield,Airport,6,43,NA,NA,No,NA,487.9,Credit Card,32.53,4,5
2026-01-11,06:38:22,OLA396554,Success,Cust_4092,Mini,MG Road,Electronic City,9,37,NA,NA,No,NA,517.15,Credit Card,34.48,4,5
2026-02-22,05:02:51,OLA882529,Success,Cust_1779,Bike,Airport,MG Road,10,15,NA,NA,No,NA,444.04,Cash,29.6,5,5
2026-01-01,11:59:41,OLA534432,Success,Cust_4200,Mini,Whitefield,MG Road,12,28,NA,NA,No,NA,874.88,Credit Card,58.33,5,5
2026-02-23,04:30:06,OLA451842,Success,Cust_1285,Mini,Indiranagar,Koramangala,6,16,NA,NA,No,NA,315.3,Cash,21.02,5,4
2026-01-23,12:57:55,OLA277257,Success,Cust_1569,Prime Sedan,MG Road,HSR Layout,6,7,NA,NA,No,NA,1028.01,UPI,68.53,5,4
2026-02-15,22:05:06,OLA852686,Success,Cust_3067,Lux,Whitefield,HSR Layout,8,9,NA,NA,No,NA,709.16,UPI,47.28,4,5
2026-01-03,00:35:43,OLA525872,Success,Cust_453,Prime Play,Electronic City,MG Road,8,36,NA,NA,No,NA,863.25,Wallet,57.55,3,3
2026-01-30,23:41:57,OLA733178,Success,Cust_1321,Auto,Indiranagar,Airport,3,23,NA,NA,No,NA,262.44,Cash,17.5,5,4
2026-02-01,21:59:33,OLA904601,Success,Cust_2937,Auto,Indiranagar,MG Road,6,38,NA,NA,No,NA,205.08,Credit Card,13.67,3,3
2026-03-01,23:52:12,OLA642785,Success,Cust_3006,Prime Sedan,MG Road,Indiranagar,5,31,NA,NA,No,NA,969.13,Cash,64.61,4,3
2026-01-16,04:26:11,OLA901237,Success,Cust_4732,Mini,MG Road,Whitefield,12,19,NA,NA,No,NA,230.42,Credit Card,15.36,3,4
2026-01-27,09:46:53,OLA987192,Success,Cust_3333,Auto,MG Road,HSR Layout,12,39,NA,NA,No,NA,176.79,Wallet,11.79,4,4
2026-01-28,16:29:17,OLA768913,Cancelled,Cust_1712,Auto,Koramangala,Indiranagar,3,0,Driver,Late arrival,No,NA,0.0,UPI,0.0,0,0
2026-01-16,09:23:26,OLA978728,Success,Cust_382,Mini,Electronic City,Koramangala,10,32,NA,NA,No,NA,781.14,Credit Card,52.08,5,4
2026-02-17,06:47:46,OLA470631,Success,Cust_3226,Auto,Koramangala,Indiranagar,4,21,NA,NA,No,NA,281.08,Wallet,18.74,4,5
2026-01-19,07:29:47,OLA658869,Success,Cust_468,Prime Sedan,Electronic City,MG Road,9,17,NA,NA,No,NA,836.97,Wallet,55.8,4,4
2026-01-21,11:34:25,OLA446411,Success,Cust_2460,Bike,Whitefield,Koramangala,4,11,NA,NA,No,NA,509.77,Wallet,33.98,3,3
2026-02-11,10:19:20,OLA337210,Success,Cust_1444,Mini,Airport,Indiranagar,2,12,NA,NA,No,NA,731.24,UPI,48.75,4,5
2026-02-07,09:23:32,OLA509947,Cancelled,Cust_4126,Prime Sedan,Electronic City,Indiranagar,3,0,Driver,Late arrival,No,NA,0.0,Cash,0.0,0,0
2026-01-28,09:20:50,OLA568269,Success,Cust_4261,Prime Sedan,Indiranagar,Koramangala,12,26,NA,NA,No,NA,787.23,UPI,52.48,5,5
2026-01-30,13:57:38,OLA932337,Success,Cust_2527,Bike,Electronic City,Airport,8,11,NA,NA,No,NA,988.59,UPI,65.91,3,5
2026-02-24,21:09:14,OLA620871,Success,Cust_4206,Prime Sedan,Indiranagar,MG Road,11,43,NA,NA,No,NA,375.75,Credit Card,25.05,5,3
2026-01-11,19:01:00,OLA674106,Success,Cust_1986,Prime Play,Airport,HSR Layout,8,35,NA,NA,No,NA,861.34,UPI,57.42,5,5
2026-01-01,13:28:35,OLA485509,Cancelled,Cust_1138,Prime Sedan,MG Road,Indiranagar,3,0,Driver,Wrong location,No,NA,0.0,UPI,0.0,0,0
2026-02-22,04:36:10,OLA719573,Cancelled,Cust_4103,Prime Play,MG Road,Indiranagar,3,0,Customer,Late arrival,No,NA,0.0,Credit Card,0.0,0,0
2026-03-01,11:10:59,OLA568147,Incomplete,Cust_4096,Prime Play,HSR Layout,Whitefield,6,8,NA,NA,Yes,Accident,61.06,Credit Card,4.07,0,0
2026-02-25,04:39:20,OLA207066,Cancelled,Cust_4484,Lux,MG Road,Electronic City,2,0,Customer,Wrong location,No,NA,0.0,Wallet,0.0,0,0
2026-02-23,17:40:05,OLA862669,Success,Cust_3810,Prime Sedan,Indiranagar,Electronic City,2,42,NA,NA,No,NA,959.23,Cash,63.95,5,5
2026-02-05,20:26:23,OLA943603,Cancelled,Cust_4579,Bike,HSR Layout,Whitefield,4,0,Driver,Changed mind,No,NA,0.0,Cash,0.0,0,0
2026-02-08,05:22:44,OLA901393,Success,Cust_4320,Lux,Airport,Whitefield,4,25,NA,NA,No,NA,276.04,Cash,18.4,4,4
2026-02-20,01:35:13,OLA760047,Success,Cust_3905,Mini,Airport,Electronic City,11,27,NA,NA,No,NA,351.94,UPI,23.46,5,3
2026-02-10,15:20:46,OLA728883,Cancelled,Cust_1033,Auto,Airport,Whitefield,5,0,Customer,Late arrival,No,NA,0.0,UPI,0.0,0,0
2026-01-25,13:50:44,OLA553330,Incomplete,Cust_4360,Prime Play,HSR Layout,MG Road,2,1,NA,NA,Yes,Vehicle Breakdown,111.06,Wallet,7.4,0,0
2026-01-01,04:10:12,OLA207575,Incomplete,Cust_46,Lux,Koramangala,Whitefield,9,4,NA,NA,Yes,Accident,121.68,UPI,8.11,0,0
2026-03-02,23:03:02,OLA941189,Success,Cust_548,Prime Sedan,MG Road,Koramangala,2,40,NA,NA,No,NA,1006.5,Wallet,67.1,3,3
2026-01-30,16:30:59,OLA789792,Success,Cust_497,Auto,HSR Layout,Electronic City,11,27,NA,NA,No,NA,438.48,Credit Card,29.23,3,4
2026-02-15,11:36:44,OLA866357,Cancelled,Cust_3559,Prime Play,Electronic City,HSR Layout,4,0,Customer,Wrong location,No,NA,0.0,Wallet,0.0,0,0
2026-03-01,06:42:44,OLA970868,Success,Cust_2899,Auto,Electronic City,Airport,4,10,NA,NA,No,NA,348.17,Cash,23.21,5,4
2026-01-05,07:26:33,OLA929774,Success,Cust_2970,Prime Sedan,Whitefield,MG Road,2,12,NA,NA,No,NA,350.23,UPI,23.35,5,4
2026-01-21,06:11:37,OLA784686,Cancelled,Cust_4766,Auto,Whitefield,Airport,1,0,Customer,Wrong location,No,NA,0.0,UPI,0.0,0,0
2026-02-11,14:56:31,OLA134587,Success,Cust_4384,Prime Sedan,Electronic City,Airport,3,35,NA,NA,No,NA,662.2,Wallet,44.15,5,5
2026-02-11,19:55:05,OLA879767,Success,Cust_2896,Mini,MG Road,Airport,12,40,NA,NA,No,NA,773.85,Wallet,51.59,5,3
2026-02-09,05:25:13,OLA110214,Success,Cust_2255,Auto,Airport,Whitefield,11,6,NA,NA,No,NA,1086.85,Cash,72.46,4,3
2026-01-24,09:25:40,OLA796618,Success,Cust_1351,Prime Sedan,Koramangala,Electronic City,9,42,NA,NA,No,NA,127.79,UPI,8.52,4,4
2026-01-30,06:55:15,OLA136839,Success,Cust_4478,Prime Play,Airport,Indiranagar,8,25,NA,NA,No,NA,147.79,Wallet,9.85,4,3
2026-01-21,09:59:00,OLA773416,Success,Cust_489,Auto,HSR Layout,Indiranagar,7,29,NA,NA,No,NA,936.76,Cash,62.45,3,4
2026-02-22,13:42:29,OLA207699,Success,Cust_835,Mini,Indiranagar,HSR Layout,2,20,NA,NA,No,NA,475.2,Cash,31.68,3,4
2026-02-25,04:19:53,OLA763830,Success,Cust_4747,Prime Play,Airport,Whitefield,12,10,NA,NA,No,NA,340.77,Wallet,22.72,4,5
2026-02-24,18:27:04,OLA780633,Success,Cust_1413,Prime Sedan,HSR Layout,Airport,4,34,NA,NA,No,NA,447.94,UPI,29.86,4,4
2026-01-09,21:22:09,OLA341817,Success,Cust_4311,Auto,Whitefield,Koramangala,9,28,NA,NA,No,NA,950.98,Credit Card,63.4,3,5
2026-01-22,13:49:39,OLA841532,Success,Cust_4085,Auto,Whitefield,Airport,10,23,NA,NA,No,NA,928.61,Wallet,61.91,4,4
2026-01-23,05:49:03,OLA366221,Success,Cust_2158,Auto,Indiranagar,Whitefield,2,37,NA,NA,No,NA,603.67,UPI,40.24,3,5
2026-02-11,20:39:43,OLA918224,Success,Cust_608,Lux,Koramangala,Indiranagar,11,13,NA,NA,No,NA,444.66,UPI,29.64,3,3
2026-02-07,03:54:28,OLA307738,Success,Cust_4037,Prime Play,Indiranagar,Whitefield,5,41,NA,NA,No,NA,540.17,Wallet,36.01,4,3
2026-01-25,09:14:27,OLA584050,Success,Cust_4581,Prime Sedan,Whitefield,Electronic City,6,21,NA,NA,No,NA,188.92,Wallet,12.59,3,5
2026-01-12,07:44:23,OLA937516,Cancelled,Cust_4515,Auto,MG Road,Koramangala,2,0,Driver,Late arrival,No,NA,0.0,Cash,0.0,0,0
2026-02-18,17:17:35,OLA203027,Cancelled,Cust_3097,Mini,Electronic City,Koramangala,5,0,Customer,Driver refused,No,NA,0.0,Wallet,0.0,0,0
2026-01-04,19:38:34,OLA957182,Success,Cust_4603,Mini,Electronic City,Koramangala,5,6,NA,NA,No,NA,1170.01,Wallet,78.0,3,5
2026-02-09,11:51:35,OLA798980,Success,Cust_4197,Lux,Koramangala,MG Road,8,36,NA,NA,No,NA,824.19,Credit Card,54.95,3,3
2026-02-22,11:23:16,OLA513059,Success,Cust_4985,Mini,Airport,Indiranagar,10,39,NA,NA,No,NA,572.72,Wallet,38.18,3,4
2026-01-17,16:31:03,OLA887207,Success,Cust_1594,Prime Play,Whitefield,Koramangala,4,11,NA,NA,No,NA,1023.9,Cash,68.26,3,3
2026-01-18,18:48:23,OLA475693,Success,Cust_2555,Bike,Electronic City,HSR Layout,10,35,NA,NA,No,NA,816.79,Wallet,54.45,3,3
2026-02-03,09:12:31,OLA542399,Success,Cust_4399,Mini,Indiranagar,Whitefield,9,17,NA,NA,No,NA,489.25,Credit Card,32.62,4,3
2026-01-09,14:12:33,OLA496006,Success,Cust_1337,Bike,MG Road,Whitefield,4,37,NA,NA,No,NA,471.49,Wallet,31.43,3,4
2026-02-13,22:27:36,OLA850923,Success,Cust_4340,Mini,Whitefield,MG Road,2,23,NA,NA,No,NA,1112.3,Credit Card,74.15,3,4
2026-02-18,09:47:39,OLA777879,Cancelled,Cust_3830,Prime Play,Koramangala,HSR Layout,5,0,Driver,Driver refused,No,NA,0.0,UPI,0.0,0,0
2026-01-23,15:11:46,OLA503785,Success,Cust_2771,Auto,HSR Layout,MG Road,8,36,NA,NA,No,NA,1125.48,Wallet,75.03,4,4
2026-01-14,12:36:49,OLA347173,Success,Cust_182,Bike,HSR Layout,Airport,11,30,NA,NA,No,NA,905.27,Credit Card,60.35,5,4
2026-01-19,22:54:30,OLA160644,Incomplete,Cust_4228,Prime Sedan,Whitefield,Koramangala,7,10,NA,NA,Yes,Accident,67.15,Cash,4.48,0,0
2026-02-14,21:32:05,OLA810284,Success,Cust_856,Bike,Koramangala,Indiranagar,6,30,NA,NA,No,NA,664.07,UPI,44.27,3,4
2026-01-16,00:54:23,OLA822859,Success,Cust_755,Prime Sedan,MG Road,Electronic City,10,7,NA,NA,No,NA,660.33,Wallet,44.02,5,4
2026-02-17,20:00:20,OLA340089,Success,Cust_1515,Lux,Koramangala,HSR Layout,10,11,NA,NA,No,NA,293.8,Cash,19.59,5,3
2026-02-09,20:27:04,OLA297962,Cancelled,Cust_2103,Prime Sedan,Indiranagar,Electronic City,3,0,Customer,Wrong location,No,NA,0.0,Credit Card,0.0,0,0
2026-01-01,23:25:41,OLA728420,Success,Cust_270,Lux,Whitefield,Electronic City,4,45,NA,NA,No,NA,118.81,Wallet,7.92,4,5
2026-02-10,22:02:51,OLA931529,Success,Cust_4802,Lux,Electronic City,Airport,9,16,NA,NA,No,NA,430.15,Credit Card,28.68,5,4
2026-03-01,19:11:03,OLA455775,Cancelled,Cust_4941,Prime Sedan,Electronic City,Whitefield,3,0,Driver,Wrong location,No,NA,0.0,Credit Card,0.0,0,0
2026-01-06,23:13:26,OLA378511,Cancelled,Cust_3714,Mini,Whitefield,Indiranagar,5,0,Driver,Wrong location,No,NA,0.0,Cash,0.0,0,0
2026-01-29,18:40:18,OLA434958,Success,Cust_944,Bike,HSR Layout,Indiranagar,11,25,NA,NA,No,NA,796.72,Credit Card,53.11,5,4
2026-01-18,10:52:06,OLA654070,Cancelled,Cust_309,Prime Sedan,Indiranagar,HSR Layout,5,0,Driver,Wrong location,No,NA,0.0,Cash,0.0,0,0
2026-01-21,06:20:52,OLA656545,Cancelled,Cust_4215,Prime Play,Whitefield,Electronic City,4,0,Driver,Wrong location,No,NA,0.0,Cash,0.0,0,0
2026-02-11,14:12:26,OLA634756,Success,Cust_3076,Auto,HSR Layout,Whitefield,9,12,NA,NA,No,NA,447.7,Credit Card,29.85,5,5
2026-02-23,20:34:21,OLA470650,Success,Cust_961,Prime Play,Whitefield,Airport,9,21,NA,NA,No,NA,785.32,Wallet,52.35,3,3
2026-03-01,09:56:37,OLA856705,Success,Cust_2156,Lux,MG Road,Indiranagar,3,37,NA,NA,No,NA,281.02,UPI,18.73,5,3
2026-01-03,00:14:56,OLA522164,Cancelled,Cust_188,Prime Play,Electronic City,MG Road,4,0,Customer,Wrong location,No,NA,0.0,Credit Card,0.0,0,0
2026-03-01,23:53:06,OLA401660,Success,Cust_4613,Bike,Electronic City,HSR Layout,3,31,NA,NA,No,NA,842.29,Cash,56.15,4,3
2026-03-02,02:33:12,OLA244741,Success,Cust_1839,Bike,Koramangala,Indiranagar,2,15,NA,NA,No,NA,748.65,UPI,49.91,5,3
2026-02-13,19:41:52,OLA323716,Success,Cust_3528,Prime Sedan,Whitefield,Koramangala,5,43,NA,NA,No,NA,786.46,UPI,52.43,5,4
2026-01-29,22:10:21,OLA174787,Cancelled,Cust_949,Auto,Electronic City,HSR Layout,4,0,Driver,Changed mind,No,NA,0.0,Cash,0.0,0,0
